arxiv_id,title,year,primary_category,label,evidence,checked
2310.06430v2,Conformal Prediction for Deep Classifier via Label Ranking,2023,cs.LG,,,
2310.02863v1,Conformal Predictions for Longitudinal Data,2023,stat.ML,,,
2309.08976v1,Data-driven Reachability using Christoffel Functions and Conformal Prediction,2023,cs.LG,,,
2309.07332v1,Reliability-based cleaning of noisy training labels with inductive conformal prediction in multi-modal biomedical data mining,2023,cs.LG,,,
2309.04760v1,RR-CP: Reliable-Region-Based Conformal Prediction for Trustworthy Medical Image Classification,2023,cs.LG,,,
2309.15963v1,An Uncertainty-Aware Pseudo-Label Selection Framework using Regularized Conformal Prediction,2023,cs.LG,,,
2308.15094v1,Group-Conditional Conformal Prediction via Quantile Regression Calibration for Crop and Weed Classification,2023,cs.CV,,,
2308.07358v1,Conformal Predictions Enhanced Expert-guided Meshing with Graph Neural Networks,2023,cs.GR,,,
2308.04237v2,Federated Inference with Reliable Uncertainty Quantification over Wireless Channels via Conformal Prediction,2023,cs.IT,,,
2307.16360v1,Probabilistically robust conformal prediction,2023,cs.LG,,,
2307.13124v4,Conformal prediction for frequency-severity modeling,2023,stat.ME,,,
2307.09302v2,Conformal prediction under ambiguous ground truth,2023,cs.LG,,,
2307.04993v1,Uncertainty Quantification of the Virial Black Hole Mass with Conformal Prediction,2023,cs.LG,,,
2307.04642v2,TRAQ: Trustworthy Retrieval Augmented Question Answering via Conformal Prediction,2023,cs.CL,,,
2307.01088v1,Empirically Validating Conformal Prediction on Modern Vision Architectures Under Distribution Shift and Long-tailed Data,2023,cs.LG,,,
2306.17815v3,Bayesian Optimization with Formal Safety Guarantees via Online Conformal Prediction,2023,cs.LG,,,
2306.09335v2,Class-Conditional Conformal Prediction with Many Classes,2023,stat.ML,,,
2306.07254v3,On the Expected Size of Conformal Prediction Sets,2023,stat.ML,,,
2306.07252v4,On the Validity of Conformal Prediction for Network Data Under Non-Uniform Sampling,2023,math.ST,,,
2306.05131v2,Conformal Prediction for Federated Uncertainty Quantification Under Label Shift,2023,stat.ML,,,
2306.02732v1,Conformal Prediction with Missing Values,2023,stat.ML,,,
2306.02551v2,Conformal Predictive Safety Filter for RL Controllers in Dynamic Environments,2023,cs.RO,,,
2306.01549v1,Evaluating Machine Translation Quality with Conformal Predictive Distributions,2023,cs.CL,,,
2306.01191v1,Conformal Prediction with Partially Labeled Data,2023,cs.LG,,,
2306.00876v2,Quantifying Deep Learning Model Uncertainty in Conformal Prediction,2023,cs.LG,,,
2305.18404v3,Conformal Prediction with Large Language Models for Multi-Choice Question Answering,2023,cs.CL,,,
2305.12616v4,Conformal Prediction With Conditional Guarantees,2023,stat.ME,,,
2304.06158v3,Post-selection Inference for Conformal Prediction: Trading off Coverage for Precision,2023,stat.ME,,,
2304.06052v2,Confident Object Detection via Conformal Prediction and Conformal Risk Control: an Application to Railway Signaling,2023,cs.LG,,,
2304.03398v3,Quantum Conformal Prediction for Reliable Uncertainty Quantification in Quantum Machine Learning,2023,quant-ph,,,
2304.01075v5,Conformal Prediction Regions for Time Series using Linear Complementarity Programming,2023,eess.SY,,,
2304.00970v1,Development and Evaluation of Conformal Prediction Methods for QSAR,2023,q-bio.BM,,,
2304.00432v2,Multi-Agent Reachability Calibration with Conformal Prediction,2023,eess.SY,,,
2304.00194v2,Safe Perception-Based Control under Stochastic Sensor Uncertainty using Conformal Prediction,2023,eess.SY,,,
2303.12783v2,Conformal Prediction for Time Series with Modern Hopfield Networks,2023,cs.LG,,,
2303.12695v2,Adaptive Conformal Prediction by Reweighting Nonconformity Score,2023,stat.ML,,,
2303.10694v1,Improving Uncertainty Quantification of Deep Classifiers via Neighborhood Conformal Prediction: Novel Algorithm and Theoretical Analysis,2023,cs.LG,,,
2303.02770v2,Universal distribution of the empirical coverage in split conformal prediction,2023,math.ST,,,
2303.01422v2,Design-based conformal prediction,2023,stat.ME,,,
2302.12238v1,Improving Adaptive Conformal Prediction Using Self-Supervised Learning,2023,cs.LG,,,
2302.10095v3,Conformal Prediction for Network-Assisted Regression,2023,stat.ME,,,
2302.07869v1,Improved Online Conformal Prediction via Strongly Adaptive Online Learning,2023,cs.LG,,,
2302.07675v2,Guaranteed Dynamic Scheduling of Ultra-Reliable Low-Latency Traffic via Conformal Prediction,2023,eess.SP,,,
2302.06322v2,One-Shot Federated Conformal Prediction,2023,stat.ML,,,
2302.05304v1,From Group-Differences to Single-Subject Probability: Conformal Prediction-based Uncertainty Estimation for Brain-Age Modeling,2023,cs.LG,,,
2301.11136v1,Conformal Prediction for Trustworthy Detection of Railway Signals,2023,stat.ML,,,
2212.14612v1,Conformal Prediction Intervals for Remaining Useful Lifetime Estimation,2022,cs.LG,,,
2212.07775v1,Calibrating AI Models for Wireless Communications via Conformal Prediction,2022,cs.LG,,,
2212.03281v4,Copula Conformal Prediction for Multi-step Time Series Forecasting,2022,cs.LG,,,
2212.00278v1,Adaptive Conformal Prediction for Motion Planning among Dynamic Agents,2022,cs.RO,,,
2211.01539v2,Conformal Prediction for STL Runtime Verification,2022,eess.SY,,,
2210.15805v1,Towards Reliable Zero Shot Classification in Self-Supervised Models with Conformal Prediction,2022,cs.LG,,,
2210.14735v1,Distribution-Free Finite-Sample Guarantees and Split Conformal Prediction,2022,stat.ML,,,
2210.12496v4,Bayesian Optimization with Conformal Prediction Sets,2022,cs.LG,,,
2210.10254v2,Safe Planning in Dynamic Environments using Conformal Prediction,2022,cs.RO,,,
2210.10161v1,Nonparametric Quantile Regression: Non-Crossing Constraints and Conformal Prediction,2022,stat.ML,,,
2210.04621v1,Calibrating AI Models for Few-Shot Demodulation via Conformal Prediction,2022,eess.SP,,,
2210.03067v1,Few-Shot Calibration of Set Predictors via Meta-Learned Cross-Validation-Based Conformal Prediction,2022,stat.ML,,,
2210.02271v4,Extending Conformal Prediction to Hidden Markov Models with Exact Validity via de Finetti's Theorem for Markov Chains,2022,stat.ME,,,
2210.00173v4,Predictive Inference with Feature Conformal Prediction,2022,cs.LG,,,
2209.15145v1,Batch Multivalid Conformal Prediction,2022,cs.LG,,,
2209.14295v3,Label Noise Robustness of Conformal Prediction,2022,cs.LG,,,
2208.08337v2,Robust and scalable uncertainty estimation with conformal prediction for machine-learned interatomic potentials,2022,physics.chem-ph,,,
2207.13656v2,Conformal Prediction Bands for Two-Dimensional Functional Time Series,2022,stat.ME,,,
2207.12377v4,A novel Deep Learning approach for one-step Conformal Prediction approximation,2022,cs.LG,,,
2207.05796v1,Estimating Test Performance for AI Medical Devices under Distribution Shift with Conformal Prediction,2022,cs.LG,,,
2207.02238v1,Improving Trustworthiness of AI Disease Severity Rating in Medical Imaging with Ordinal Conformal Prediction Sets,2022,cs.LG,,,
2206.14663v1,conformalInference.multi and conformalInference.fd: Twin Packages for Conformal Prediction,2022,stat.ME,,,
2206.13092v2,Split Localized Conformal Prediction,2022,stat.ML,,,
2206.12008v1,Three Applications of Conformal Prediction for Rating Breast Density in Mammography,2022,eess.IV,,,
2206.11810v4,Inductive Conformal Prediction: A Straightforward Introduction with Examples in Python,2022,stat.ML,,,
2206.07851v1,Conformal prediction set for time-series,2022,stat.ML,,,
2206.06584v2,Probabilistic Conformal Prediction Using Conditional Random Samples,2022,stat.ML,,,
2206.04860v2,Conformal Prediction Intervals for Markov Decision Process Trajectories,2022,cs.LG,,,
2206.01067v1,Practical Adversarial Multivalid Conformal Prediction,2022,cs.LG,,,
2205.12940v3,Conformal Prediction Intervals with Temporal Dependence,2022,stat.ML,,,
2205.09940v2,Conformal Prediction with Temporal Quantile Adjustments,2022,stat.ML,,,
2204.08122v1,Optimal Conformal Prediction for Small Areas,2022,stat.ME,,,
2203.15885v2,Split Conformal Prediction and Non-Exchangeable Data,2022,math.ST,,,
2202.13415v5,Conformal prediction beyond exchangeability,2022,stat.ME,,,
2202.11091v2,Efficient and Differentiable Conformal Prediction with General Function Classes,2022,cs.LG,,,
2202.07650v1,Conformal Prediction Sets with Limited False Positives,2022,cs.LG,,,
2202.07282v1,Adaptive Conformal Predictions for Time Series,2022,stat.ML,,,
2202.03613v5,Conformal Prediction Under Feedback Covariate Shift for Biomolecular Design,2022,cs.LG,,,
2202.01315v3,Approximating Full Conformal Prediction at Scale via Influence Functions,2022,cs.LG,,,
2201.12006v5,Improving Expert Predictions with Conformal Prediction,2022,cs.LG,,,
2112.10224v2,Stable Conformal Prediction Sets,2021,stat.ML,,,
2112.04620v5,Online Calibrated and Conformal Prediction Improves Bayesian Optimization,2021,cs.LG,,,
2111.09211v2,Improving Fairness in Criminal Justice Algorithmic Risk Assessments Using Optimal Transport and Conformal Prediction Sets,2021,stat.AP,,,
2111.02592v1,Conformal prediction for text infilling and part-of-speech prediction,2021,stat.ML,,,
2110.13031v1,Applying Regression Conformal Prediction with Nearest Neighbors to time series data,2021,stat.ME,,,
2110.11339v2,Unsupervised cross-user adaptation in taste sensation recognition based on surface electromyography with conformal prediction and domain regularized component analysis,2021,q-bio.QM,,,
2110.07661v2,Distribution-Free Federated Learning with Conformal Predictions,2021,cs.LG,,,
2110.03120v1,Assurance Monitoring of Learning Enabled Cyber-Physical Systems Using Inductive Conformal Prediction based on Distance Learning,2021,cs.LG,,,
2109.14082v5,Sample-Efficient Safety Assurances using Conformal Prediction,2021,cs.RO,,,
2109.12156v3,"Model-free Bootstrap and Conformal Prediction in Regression: Conditionality, Conjecture Testing, and Pertinent Prediction Intervals",2021,math.ST,,,
2108.00777v1,"CPSC: Conformal prediction with shrunken centroids for efficient prediction reliability quantification and data augmentation, a case in alternative herbal medicine classification with electronic nose",2021,q-bio.QM,,,
2107.07511v6,A Gentle Introduction to Conformal Prediction and Distribution-Free Uncertainty Quantification,2021,cs.LG,,,
2106.08460v2,Localized Conformal Prediction: A Generalized Inference Framework for Conformal Prediction,2021,math.ST,,,
2106.01792v1,Conformal Prediction Bands for Multivariate Functional Data,2021,stat.ME,,,
2105.08747v2,Conformal Prediction using Conditional Histograms,2021,stat.ME,,,
2104.13871v3,Selection and Aggregation of Conformal Prediction Sets,2021,stat.ME,,,
2104.13147v1,Quadratic Optimization-Based Nonlinear Control for Protein Conformation Prediction,2021,eess.SY,,,
2104.06648v3,Root-finding Approaches for Computing Conformal Prediction Set,2021,stat.ML,,,
2104.09358v1,Nested Conformal Prediction Sets for Classification with Applications to Probation Data,2021,stat.ME,,,
2103.00627v2,Multi Split Conformal Prediction,2021,stat.ME,,,
2102.08898v2,Few-shot Conformal Prediction with Auxiliary Tasks,2021,cs.LG,,,
2102.03088v3,"Boost AI Power: Data Augmentation Strategies with unlabelled Data and Conformal Prediction, a Case in Alternative Herbal Medicine Discrimination with Electronic Nose",2021,cs.LG,,,
2101.12002v1,Copula-based conformal prediction for Multi-Target Regression,2021,cs.LG,,,
2010.09107v15,Conformal prediction for time series,2020,stat.ME,,,
2010.07147v2,A Two-Sample Conditional Distribution Test Using Conformal Prediction and Weighted Rank Sum,2020,stat.ME,,,
2009.14193v5,Uncertainty Sets for Image Classifiers using Conformal Prediction,2020,cs.CV,,,
2008.11664v3,Improving Fairness in Criminal Justice Algorithmic Risk Assessments Using Conformal Prediction Sets,2020,stat.AP,,,
2008.10034v2,A critical assessment of conformal prediction methods applied in binary classification settings,2020,stat.AP,,,
2007.03114v3,Efficient Conformal Prediction via Cascaded Inference with Expanded Admission,2020,cs.LG,,,
2006.16941v1,Conformal Prediction Intervals for Neural Networks Using Cross Validation,2020,stat.ML,,,
2006.01474v1,Conformal prediction intervals for the individual treatment effect,2020,stat.ME,,,
2005.07972v2,Conformal Prediction: a Unified Review of Theory and New Challenges,2020,cs.LG,,,
2005.06095v3,"Exchangeability, Conformal Prediction, and Rank Tests",2020,stat.ME,,,
2001.09225v3,"Validity, consonant plausibility measures, and conformal prediction",2020,math.ST,,,
2001.07773v1,Missed opportunities in large scale comparison of QSAR and conformal prediction methods and their applications in drug discovery,2020,stat.AP,,,
1911.00941v1,Computationally efficient versions of conformal predictive distributions,2019,cs.LG,,,
1910.10562v4,Nested conformal prediction and quantile out-of-bag ensemble methods,2019,stat.ME,,,
1909.09365v2,Computing Full Conformal Prediction Set with Approximate Homotopy,2019,stat.ML,,,
1909.07889v3,Distributional conformal prediction,2019,econ.EM,,,
1909.07594v1,Conformal Prediction based Spectral Clustering,2019,cs.LG,,,
1908.08558v3,Conformal prediction with localization,2019,math.ST,,,
1908.03569v1,Concepts and Applications of Conformal Prediction in Computational Drug Discovery,2019,q-bio.QM,,,
1907.02015v1,libconform v0.1.0: a Python library for conformal prediction,2019,cs.LG,,,
1905.07886v2,Conformal Prediction Interval Estimations with an Application to Day-Ahead and Intraday Power Markets,2019,econ.EM,,,
1905.03657v3,Efficient and minimal length parametric conformal prediction regions,2019,stat.ME,,,
1904.06019v3,Conformal Prediction Under Covariate Shift,2019,stat.ME,,,
1806.04000v2,Aggregating Predictions on Multiple Non-disclosed Datasets using Conformal Prediction,2018,stat.ML,,,
1804.05494v1,conformalClassification: A Conformal Prediction R Package for Classification,2018,stat.ML,,,
1803.11136v2,Conformal Prediction in Learning Under Privileged Information Paradigm with Applications in Drug Discovery,2018,stat.ML,,,
1710.08894v1,Conformal predictive distributions with kernels,2017,cs.LG,,,
1709.06233v2,Discretized conformal prediction for efficient distribution-free inference,2017,stat.ME,,,
1705.04308v2,A Sobering Assessment of Small-Molecule Force Field Methods for Low Energy Conformer Predictions,2017,physics.chem-ph,,,
1611.09933v1,Trimmed Conformal Prediction for High-Dimensional Models,2016,math.ST,,,
1603.04416v2,Criteria of efficiency for conformal prediction,2016,cs.LG,,,
1401.3880v1,Regression Conformal Prediction with Nearest Neighbours,2014,cs.LG,,,
1302.6452v1,A Conformal Prediction Approach to Explore Functional Data,2013,stat.ML,,,
1111.1418v1,Efficient Nonparametric Conformal Prediction Regions,2011,math.ST,,,
0706.3188v1,A tutorial on conformal prediction,2007,cs.LG,,,
